Indicator Name	Indicator Code	Country Name	Country Code	2000	2010
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Algeria	DZA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	American Samoa	ASM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Andorra	ADO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Angola	AGO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Antigua and Barbuda	ATG		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Arab World	ARB		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Argentina	ARG		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Armenia	ARM		35.8
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Aruba	ABW		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Australia	AUS		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Austria	AUT		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Azerbaijan	AZE		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Bahamas, The"	BHS		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Bahrain	BHR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Bangladesh	BGD	48.9	31.51
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Barbados	BRB		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Belarus	BLR	41.9	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Belgium	BEL		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Belize	BLZ		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Benin	BEN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Bermuda	BMU		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Bhutan	BTN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Bolivia	BOL	66.4	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Bosnia and Herzegovina	BIH		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Botswana	BWA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Brazil	BRA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Brunei Darussalam	BRN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Bulgaria	BGR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Burkina Faso	BFA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Burundi	BDI		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Cambodia	KHM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Cameroon	CMR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Canada	CAN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Cape Verde	CPV		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Cayman Islands	CYM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Central African Republic	CAF		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Chad	TCD		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Channel Islands	CHI		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Chile	CHL	20.2	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	China	CHN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Colombia	COL		37.2
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Comoros	COM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Congo, Dem. Rep."	ZAR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Congo, Rep."	COG		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Costa Rica	CRI	23.1	24.2
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Cote d'Ivoire	CIV		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Croatia	HRV		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Cuba	CUB		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Cyprus	CYP		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Czech Republic	CZE		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Denmark	DNK		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Djibouti	DJI		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Dominica	DMA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Dominican Republic	DOM	31.96612	41.6206
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	East Asia & Pacific (all income levels)	EAS		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	East Asia & Pacific (developing only)	EAP		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Ecuador	ECU		32.8
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Egypt, Arab Rep."	EGY	16.7	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	El Salvador	SLV	38.8	42.5
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Equatorial Guinea	GNQ		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Eritrea	ERI		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Estonia	EST		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Ethiopia	ETH		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Euro area	EMU		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Europe & Central Asia (all income levels)	ECS		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Europe & Central Asia (developing only)	ECA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	European Union	EUU		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Faeroe Islands	FRO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Fiji	FJI		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Finland	FIN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	France	FRA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	French Polynesia	PYF		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Gabon	GAB		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Gambia, The"	GMB		48.4
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Georgia	GEO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Germany	DEU		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Ghana	GHA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Greece	GRC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Greenland	GRL		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Grenada	GRD		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Guam	GUM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Guatemala	GTM	56.2	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Guinea	GIN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Guinea-Bissau	GNB		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Guyana	GUY		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Haiti	HTI	48	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Heavily indebted poor countries (HIPC)	HPC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	High income	HIC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	High income: nonOECD	NOC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	High income: OECD	OEC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Honduras	HND		66.2
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Hong Kong SAR, China"	HKG		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Hungary	HUN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Iceland	ISL		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	India	IND		29.8
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Indonesia	IDN		13.3
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Iran, Islamic Rep."	IRN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Iraq	IRQ		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Ireland	IRL		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Isle of Man	IMY		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Israel	ISR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Italy	ITA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Jamaica	JAM	18.7	17.6
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Japan	JPN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Jordan	JOR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Kazakhstan	KAZ		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Kenya	KEN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Kiribati	KIR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Korea, Dem. Rep."	PRK		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Korea, Rep."	KOR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Kosovo	KSV		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Kuwait	KWT		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Kyrgyz Republic	KGZ		33.7
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Lao PDR	LAO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Latin America & Caribbean (all income levels)	LCN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Latin America & Caribbean (developing only)	LAC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Latvia	LVA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Least developed countries: UN classification	LDC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Lebanon	LBN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Lesotho	LSO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Liberia	LBR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Libya	LBY		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Liechtenstein	LIE		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Lithuania	LTU		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Low & middle income	LMY		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Low income	LIC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Lower middle income	LMC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Luxembourg	LUX		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Macao SAR, China"	MAC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Macedonia, FYR"	MKD		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Madagascar	MDG		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Malawi	MWI		50.7
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Malaysia	MYS		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Maldives	MDV		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Mali	MLI		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Malta	MLT		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Marshall Islands	MHL		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Mauritania	MRT	46.3	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Mauritius	MUS		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Mexico	MEX	53.6	51.3
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Micronesia, Fed. Sts."	FSM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Middle East & North Africa (all income levels)	MEA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Middle East & North Africa (developing only)	MNA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Middle income	MIC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Moldova	MDA		21.9
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Monaco	MCO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Mongolia	MNG		39.2
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Montenegro	MNE		6.6
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Morocco	MAR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Mozambique	MOZ		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Myanmar	MMR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Namibia	NAM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Nepal	NPL		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Netherlands	NLD		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	New Caledonia	NCL		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	New Zealand	NZL		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Nicaragua	NIC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Niger	NER		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Nigeria	NGA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	North America	NAC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Northern Mariana Islands	MNP		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Norway	NOR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	OECD members	OED		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Oman	OMN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Pakistan	PAK		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Palau	PLW		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Panama	PAN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Papua New Guinea	PNG		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Paraguay	PRY	36.8	32.4
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Peru	PER	48.4	30.8
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Philippines	PHL	33	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Poland	POL	14.8	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Portugal	PRT		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Puerto Rico	PRI		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Qatar	QAT		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Romania	ROM	35.9	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Russian Federation	RUS		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Rwanda	RWA	60.4	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Samoa	WSM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	San Marino	SMR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Sao Tome and Principe	STP		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Saudi Arabia	SAU		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Senegal	SEN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Serbia	SRB		9.2
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Seychelles	SYC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Sierra Leone	SLE		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Singapore	SGP		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Slovak Republic	SVK		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Slovenia	SVN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Solomon Islands	SLB		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Somalia	SOM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	South Africa	ZAF	38	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	South Asia	SAS		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Spain	ESP		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Sri Lanka	LKA		8.9
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	St. Kitts and Nevis	KNA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	St. Lucia	LCA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	St. Vincent and the Grenadines	VCT		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Sub-Saharan Africa (all income levels)	SSF		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Sub-Saharan Africa (developing only)	SSA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Sudan	SDN		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Suriname	SUR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Swaziland	SWZ		63
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Sweden	SWE		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Switzerland	CHE		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Syrian Arab Republic	SYR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Tajikistan	TJK		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Tanzania	TZA	35.6	
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Thailand	THA	21	7.75
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Timor-Leste	TMP		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Togo	TGO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Tonga	TON		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Trinidad and Tobago	TTO		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Tunisia	TUN	32.4	15.5
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Turkey	TUR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Turkmenistan	TKM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Turks and Caicos Islands	TCA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Tuvalu	TUV		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Uganda	UGA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Ukraine	UKR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	United Arab Emirates	ARE		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	United Kingdom	GBR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	United States	USA		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Upper middle income	UMC		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Uruguay	URY	17.8	18.6
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Uzbekistan	UZB		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Vanuatu	VUT		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Venezuela, RB"	VEN	46.3	32.5
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Vietnam	VNM		14.2
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Virgin Islands (U.S.)	VIR		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	West Bank and Gaza	WBG		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	World	WLD		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	"Yemen, Rep."	YEM		
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Zambia	ZMB		60.5
Poverty headcount ratio at national poverty line (% of population)	SI.POV.NAHC	Zimbabwe	ZWE		
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Afghanistan	AFG		27.09136879
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Albania	ALB	29.13058321	19.11578767
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Algeria	DZA	8.879883556	6.915570641
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	American Samoa	ASM		
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Andorra	ADO		
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Angola	AGO	5.664689564	9.8421845
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Antigua and Barbuda	ATG	1.885689481	2.007068055
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Arab World	ARB	8.626815133	6.881872685
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Argentina	ARG	4.97122125	10.00347112
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Armenia	ARM	25.54787016	19.57784171
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Aruba	ABW		
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Australia	AUS	3.512803899	2.284058842
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Austria	AUT	2.026286374	1.529158302
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Azerbaijan	AZE	17.14337347	5.75301236
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	"Bahamas, The"	BHS	2.850292993	2.212097416
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Bahrain	BHR		
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Bangladesh	BGD	25.51408614	18.58781574
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Barbados	BRB	4.292576632	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Belarus	BLR	14.15322736	9.12482104
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Belgium	BEL	1.377705811	0.693721272
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Belize	BLZ	16.75587904	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Benin	BEN	36.53295211	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Bermuda	BMU	0.70624074	0.772928386
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Bhutan	BTN	27.3894211	17.49648679
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Bolivia	BOL	15.00764784	12.85313726
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Bosnia and Herzegovina	BIH	10.58301492	7.599480386
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Botswana	BWA	2.699366364	2.470568007
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Brazil	BRA	5.602902758	5.304226816
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Brunei Darussalam	BRN	1.024413103	0.759829576
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Bulgaria	BGR	12.63080791	4.901198413
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Burkina Faso	BFA	28.990787	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Burundi	BDI	45.95832628	35.14829967
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Cambodia	KHM	37.8411808	36.01958712
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Cameroon	CMR	22.13506273	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Canada	CAN	2.276259338	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Cape Verde	CPV	12.9048908	9.931001627
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Cayman Islands	CYM		
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Central African Republic	CAF	55.94108325	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Chad	TCD	42.31419695	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Channel Islands	CHI		
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Chile	CHL	5.89506754	3.448490321
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	China	CHN	15.06301182	10.0953195
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Colombia	COL	8.949563115	7.121165256
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Comoros	COM	48.55360201	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	"Congo, Dem. Rep."	ZAR	49.9723346	46.23306735
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	"Congo, Rep."	COG	5.304252999	3.830400598
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Costa Rica	CRI	9.456459416	7.146596502
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Cote d'Ivoire	CIV	24.2156215	22.80363911
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Croatia	HRV	6.46811506	5.016304116
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Cuba	CUB	8.411051663	4.991896186
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Cyprus	CYP	3.602588888	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Czech Republic	CZE	3.736454035	2.307049818
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Denmark	DNK	2.61032066	1.182360264
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Djibouti	DJI	3.544197839	
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Dominica	DMA	14.14215278	12.90195481
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Dominican Republic	DOM	7.245164837	6.220920584
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	East Asia & Pacific (all income levels)	EAS	4.538354104	3.314663466
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	East Asia & Pacific (developing only)	EAP	14.94783568	11.18459636
"Agriculture, value added (% of GDP)"	NV.AGR.TOTL.ZS	Ecuador	ECU		6.971391819
